sentence,neg,neu,pos,compound
"This is Alec's mother, Mrs. Connage, ample, dignified, rouged to the dowager point and quite worn out.",0.12,0.725,0.155,0.1796
Her lips move significantly as she looks for IT.,0.0,1.0,0.0,0.0
"Her search is less thorough than the maid's but there is a touch of fury in it, that quite makes up for its sketchiness.",0.187,0.813,0.0,-0.7227
"She stumbles on the tulle and her ""damn"" is quite audible.",0.0,1.0,0.0,0.0
"She retires, emptyhanded.",0.0,1.0,0.0,0.0
"More chatter outside and a girl's voice, a very spoiled voice, says ""Of all the stupid people"" After a pause a third seeker enters, not she of the spoiled voice, but a younger edition.",0.073,0.927,0.0,-0.296
"This is Cecelia Connage, sixteen, pretty, shrewd, and constitutionally goodhumored.",0.0,0.738,0.262,0.4939
She is dressed for the evening in a gown the obvious simplicity of which probably bores her.,0.133,0.867,0.0,-0.3182
"She goes to the nearest pile, selects a small pink garment and holds it up appraisingly.",0.0,1.0,0.0,0.0
CECELIA Pink?,0.0,1.0,0.0,0.0
ROSALIND Outside Yes!,0.0,0.401,0.599,0.4574
CECELIA Very snappy?,0.0,1.0,0.0,0.0
ROSALIND Yes!,0.0,0.251,0.749,0.4574
CECELIA I've got it!,0.0,1.0,0.0,0.0
She sees herself in the mirror of the dressingtable and commences to shimmy enthusiastically.,0.0,0.783,0.217,0.5574
ROSALIND Outside What are you doingtrying it on?,0.0,1.0,0.0,0.0
CECELIA ceases and goes out carrying the garment at the right shoulder.,0.0,1.0,0.0,0.0
"From the other door, enters ALEC CONNAGE.",0.0,1.0,0.0,0.0
He looks around quickly and in a huge voice shouts Mama!,0.0,0.776,0.224,0.3802
"There is a chorus of protest from next door and encouraged he starts toward it, but is repelled by another chorus.",0.071,0.847,0.082,0.0644
ALEC So that's where you all are!,0.0,1.0,0.0,0.0
Amory Blaine is here.,0.0,1.0,0.0,0.0
CECELIA Quickly Take him downstairs.,0.0,1.0,0.0,0.0
"ALEC Oh, he is downstairs.",0.0,1.0,0.0,0.0
"MRS. CONNAGE Well, you can show him where his room is.",0.0,0.826,0.174,0.2732
Tell him I'm sorry that I can't meet him now.,0.14,0.86,0.0,-0.0772
ALEC He's heard a lot about you all.,0.0,1.0,0.0,0.0
I wish you'd hurry.,0.0,0.426,0.574,0.4019
Father's telling him all about the war and he's restless.,0.429,0.571,0.0,-0.7184
He's sort of temperamental.,0.0,1.0,0.0,0.0
This last suffices to draw CECELIA into the room.,0.0,1.0,0.0,0.0
CECELIA Seating herself high upon lingerie How do you meantemperamental?,0.0,1.0,0.0,0.0
You used to say that about him in letters.,0.0,1.0,0.0,0.0
"ALEC Oh, he writes stuff.",0.0,1.0,0.0,0.0
CECELIA Does he play the piano?,0.0,0.676,0.324,0.34
ALEC Don't think so.,0.0,1.0,0.0,0.0
CECELIA Speculatively Drink?,0.0,1.0,0.0,0.0
ALEC Yesnothing queer about him.,0.0,1.0,0.0,0.0
CECELIA Money?,0.0,1.0,0.0,0.0
"ALEC Good Lordask him, he used to have a lot, and he's got some income now.",0.0,0.828,0.172,0.4404
MRS. CONNAGE appears.,0.0,1.0,0.0,0.0
"MRS. CONNAGE Alec, of course we're glad to have any friend of yours ALEC You certainly ought to meet Amory.",0.0,0.664,0.336,0.8225
"MRS. CONNAGE Of course, I want to.",0.0,0.794,0.206,0.0772
But I think it's so childish of you to leave a perfectly good home to go and live with two other boys in some impossible apartment.,0.147,0.576,0.278,0.7615
I hope it isn't in order that you can all drink as much as you want.,0.0,0.756,0.244,0.4939
She pauses.,0.0,1.0,0.0,0.0
He'll be a little neglected tonight.,0.437,0.563,0.0,-0.4779
"This is Rosalind's week, you see.",0.0,1.0,0.0,0.0
"When a girl comes out, she needs all the attention.",0.0,1.0,0.0,0.0
"ROSALIND Outside Well, then, prove it by coming here and hooking me.",0.0,0.84,0.16,0.2732
MRS. CONNAGE goes.,0.0,1.0,0.0,0.0
ALEC Rosalind hasn't changed a bit.,0.0,1.0,0.0,0.0
CECELIA In a lower tone She's awfully spoiled.,0.268,0.732,0.0,-0.296
ALEC She'll meet her match tonight.,0.0,1.0,0.0,0.0
CECELIA WhoMr.,0.0,1.0,0.0,0.0
Amory Blaine?,0.0,1.0,0.0,0.0
ALEC nods.,0.0,1.0,0.0,0.0
"CECELIA Well, Rosalind has still to meet the man she can't outdistance.",0.0,0.84,0.16,0.2732
"Honestly, Alec, she treats men terribly.",0.34,0.377,0.283,-0.1531
She abuses them and cuts them and breaks dates with them and yawns in their facesand they come back for more.,0.234,0.766,0.0,-0.7003
ALEC They love it.,0.0,0.417,0.583,0.6369
CECELIA They hate it.,0.552,0.448,0.0,-0.5719
"She's ashe's a sort of vampire, I thinkand she can make girls do what she wants usuallyonly she hates girls.",0.146,0.854,0.0,-0.4404
ALEC Personality runs in our family.,0.0,1.0,0.0,0.0
CECELIA Resignedly I guess it ran out before it got to me.,0.145,0.855,0.0,-0.1779
ALEC Does Rosalind behave herself?,0.0,1.0,0.0,0.0
CECELIA Not particularly well.,0.404,0.596,0.0,-0.2572
"Oh, she's averagesmokes sometimes, drinks punch, frequently kissedOh, yescommon knowledgeone of the effects of the war, you know.",0.187,0.813,0.0,-0.5994
Emerges MRS. CONNAGE.,0.0,1.0,0.0,0.0
MRS. CONNAGE Rosalind's almost finished so I can go down and meet your friend.,0.0,0.789,0.211,0.4939
ALEC and his mother go out.,0.0,1.0,0.0,0.0
"ROSALIND Outside Oh, mother CECELIA Mother's gone down.",0.0,1.0,0.0,0.0
And now ROSALIND enters.,0.0,1.0,0.0,0.0
ROSALIND isutterly ROSALIND.,0.0,1.0,0.0,0.0
She is one of those girls who need never make the slightest effort to have men fall in love with them.,0.0,0.826,0.174,0.6369
Two types of men seldom do dull men are usually afraid of her cleverness and intellectual men are usually afraid of her beauty.,0.0,0.6,0.4,0.9128
All others are hers by natural prerogative.,0.0,0.706,0.294,0.3612
"If ROSALIND could be spoiled the process would have been complete by this time, and as a matter of fact, her disposition is not all it should be she wants what she wants when she wants it and she is prone to make every one around her pretty miserable when she doesn't get itbut in the true sense she is not spoiled.",0.048,0.847,0.105,0.4404
"Her fresh enthusiasm, her will to grow and learn, her endless faith in the inexhaustibility of romance, her courage and fundamental honestythese things are not spoiled.",0.0,0.587,0.413,0.93
There are long periods when she cordially loathes her whole family.,0.225,0.775,0.0,-0.4404
She is quite unprincipled her philosophy is carpe diem for herself and laissez faire for others.,0.0,1.0,0.0,0.0
She loves shocking stories she has that coarse streak that usually goes with natures that are both fine and big.,0.107,0.675,0.218,0.4215
"She wants people to like her, but if they do not it never worries her or changes her.",0.123,0.791,0.087,-0.1849
She is by no means a model character.,0.268,0.732,0.0,-0.296
The education of all beautiful women is the knowledge of men.,0.0,0.719,0.281,0.5994
"ROSALIND had been disappointed in man after man as individuals, but she had great faith in man as a sex.",0.075,0.584,0.341,0.8519
Women she detested.,0.0,1.0,0.0,0.0
"They represented qualities that she felt and despised in herselfincipient meanness, conceit, cowardice, and petty dishonesty.",0.243,0.757,0.0,-0.5423
She once told a roomful of her mother's friends that the only excuse for women was the necessity for a disturbing element among men.,0.124,0.712,0.165,0.0258
"She danced exceptionally well, drew cleverly but hastily, and had a startling facility with words, which she used only in loveletters.",0.0,0.758,0.242,0.5312
But all criticism of ROSALIND ends in her beauty.,0.24,0.436,0.324,0.3291
"There was that shade of glorious yellow hair, the desire to imitate which supports the dye industry.",0.0,0.598,0.402,0.8555
"There was the eternal kissable mouth, small, slightly sensual, and utterly disturbing.",0.217,0.603,0.181,-0.1513
There were gray eyes and an unimpeachable skin with two spots of vanishing color.,0.0,1.0,0.0,0.0
"She was slender and athletic, without underdevelopment, and it was a delight to watch her move about a room, walk along a street, swing a golf club, or turn a ""cartwheel.""",0.0,0.865,0.135,0.5994
"A last qualificationher vivid, instant personality escaped that conscious, theatrical quality that AMORY had found in ISABELLE.",0.0,1.0,0.0,0.0
MONSIGNOR DARCY would have been quite up a tree whether to call her a personality or a personage.,0.0,1.0,0.0,0.0
"She was perhaps the delicious, inexpressible, onceinacentury blend.",0.0,0.654,0.346,0.5719
"On the night of her debut she is, for all her strange, stray wisdom, quite like a happy little girl.",0.067,0.556,0.377,0.8545
"Her mother's maid has just done her hair, but she has decided impatiently that she can do a better job herself.",0.14,0.709,0.152,0.0772
She is too nervous just now to stay in one place.,0.174,0.826,0.0,-0.2732
To that we owe her presence in this littered room.,0.0,1.0,0.0,0.0
She is going to speak.,0.0,1.0,0.0,0.0
"ISABELLE'S alto tones had been like a violin, but if you could hear ROSALIND, you would say her voice was musical as a waterfall.",0.0,0.923,0.077,0.1901
"ROSALIND Honestly, there are only two costumes in the world that I really enjoy being inCombing her hair at the dressingtable.",0.0,0.735,0.265,0.7574
One's a hoop skirt with pantaloons the other's a onepiece bathingsuit.,0.0,1.0,0.0,0.0
I'm quite charming in both of them.,0.0,0.594,0.406,0.624
CECELIA Glad you're coming out?,0.0,0.571,0.429,0.4588
ROSALIND Yes aren't you?,0.0,0.526,0.474,0.4019
CECELIA Cynically You're glad so you can get married and live on Long Island with the fast younger married set.,0.099,0.773,0.129,0.1779
You want life to be a chain of flirtation with a man for every link.,0.0,0.733,0.267,0.4588
ROSALIND Want it to be one!,0.0,0.758,0.242,0.1511
You mean I've found it one.,0.0,1.0,0.0,0.0
CECELIA Ha!,0.0,0.271,0.729,0.4003
"ROSALIND Cecelia, darling, you don't know what a trial it is to belike me.",0.0,0.759,0.241,0.5859
I've got to keep my face like steel in the street to keep men from winking at me.,0.0,0.872,0.128,0.3612
"If I laugh hard from a front row in the theatre, the comedian plays to me for the rest of the evening.",0.055,0.625,0.32,0.7783
"If I drop my voice, my eyes, my handkerchief at a dance, my partner calls me up on the 'phone every day for a week.",0.091,0.909,0.0,-0.2732
CECELIA It must be an awful strain.,0.457,0.543,0.0,-0.4939
ROSALIND The unfortunate part is that the only men who interest me at all are the totally ineligible ones.,0.13,0.739,0.13,0.0
Nowif I were poor I'd go on the stage.,0.307,0.693,0.0,-0.4767
"CECELIA Yes, you might as well get paid for the amount of acting you do.",0.0,0.73,0.27,0.5859
"ROSALIND Sometimes when I've felt particularly radiant I've thought, why should this be wasted on one man?",0.148,0.695,0.157,0.0498
"CECELIA Often when you're particularly sulky, I've wondered why it should all be wasted on just one family.",0.249,0.751,0.0,-0.6478
Getting up.,0.0,1.0,0.0,0.0
I think I'll go down and meet Mr. Amory Blaine.,0.0,1.0,0.0,0.0
I like temperamental men.,0.0,0.444,0.556,0.3612
ROSALIND There aren't any.,0.0,1.0,0.0,0.0
"Men don't know how to be really angry or really happyand the ones that do, go to pieces.",0.174,0.826,0.0,-0.5563
"CECELIA Well, I'm glad I don't have all your worries.",0.201,0.432,0.367,0.3182
I'm engaged.,0.0,0.27,0.73,0.4019
ROSALIND With a scornful smile Engaged?,0.28,0.2,0.52,0.34
"Why, you little lunatic!",0.516,0.484,0.0,-0.4937
"If mother heard you talking like that she'd send you off to boardingschool, where you belong.",0.0,0.857,0.143,0.3612
"CECELIA You won't tell her, though, because I know things I could telland you're too selfish!",0.207,0.793,0.0,-0.5255
"ROSALIND A little annoyed Run along, little girl!",0.302,0.698,0.0,-0.3816
"Who are you engaged to, the iceman?",0.0,0.69,0.31,0.4019
